_id,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,LONG_WGS84,LAT_WGS84,geometry
19408,GO-20199020444,THEFT UNDER - BICYCLE,2019-06-27,2019,June,Thursday,27,178,19,2019-06-28,2019,June,Friday,28,179,14,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GI,CONTEND 3,RC,8,BLK,900,STOLEN,-79.42769632409988,43.64409148964972,"{""coordinates"": [[-79.427696324, 43.64409149]], ""type"": ""MultiPoint""}"
19409,GO-20199020419,THEFT UNDER,2019-06-23,2019,June,Sunday,23,174,16,2019-06-28,2019,June,Friday,28,179,12,D12,"Apartment (Rooming House, Condo)",Apartment,GT,GT AGGRESSOR,MT,21,RED,500,STOLEN,-79.51151905687523,43.6979783665006,"{""coordinates"": [[-79.511519057, 43.6979783670001]], ""type"": ""MultiPoint""}"
19410,GO-20199020403,THEFT UNDER - BICYCLE,2019-06-27,2019,June,Thursday,27,178,21,2019-06-28,2019,June,Friday,28,179,9,D14,"Apartment (Rooming House, Condo)",Apartment,TR,WAHOO 26,RG,7,SIL,600,STOLEN,-79.40945763449892,43.664085608000015,"{""coordinates"": [[-79.409457634, 43.6640856080001]], ""type"": ""MultiPoint""}"
19411,GO-20191200623,THEFT OF EBIKE UNDER $5000,2019-06-26,2019,June,Wednesday,26,177,17,2019-06-28,2019,June,Friday,28,179,11,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EMMO,PRESTIGE,EL,40,BLK,2000,STOLEN,-79.40534273800408,43.666361509958335,"{""coordinates"": [[-79.405342738, 43.6663615100001]], ""type"": ""MultiPoint""}"
19412,GO-20199020521,THEFT UNDER - BICYCLE,2019-06-29,2019,June,Saturday,29,180,19,2019-06-29,2019,June,Saturday,29,180,20,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,None,RG,21,BLU,960.489990234375,STOLEN,-79.42618672460313,43.65644780365131,"{""coordinates"": [[-79.426186725, 43.656447804]], ""type"": ""MultiPoint""}"
19413,GO-20199020521,THEFT UNDER - BICYCLE,2019-06-29,2019,June,Saturday,29,180,19,2019-06-29,2019,June,Saturday,29,180,20,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,None,RG,21,None,960.489990234375,STOLEN,-79.42618672460313,43.65644780365131,"{""coordinates"": [[-79.426186725, 43.656447804]], ""type"": ""MultiPoint""}"
19414,GO-20199020539,THEFT UNDER,2019-06-14,2019,June,Friday,14,165,23,2019-06-29,2019,June,Saturday,29,180,15,D51,"Apartment (Rooming House, Condo)",Apartment,OT,16 SIRRUS SPORT,RG,16,BLK,1224,STOLEN,-79.37143865059481,43.64942878853239,"{""coordinates"": [[-79.3714386509999, 43.6494287890001]], ""type"": ""MultiPoint""}"
19415,GO-20191211680,B&E,2019-06-29,2019,June,Saturday,29,180,5,2019-06-29,2019,June,Saturday,29,180,21,D14,"Apartment (Rooming House, Condo)",Apartment,KLEIN,STAGE,RG,24,RED,500,STOLEN,-79.40232983429784,43.65522989636559,"{""coordinates"": [[-79.402329834, 43.655229896]], ""type"": ""MultiPoint""}"
19416,GO-20199020493,THEFT UNDER,2019-06-29,2019,June,Saturday,29,180,0,2019-06-29,2019,June,Saturday,29,180,11,D51,"Private Property Structure (Pool, Shed, Detached Garage)",Other,NO,BIGFOOT 2,MT,11,RED,1200,STOLEN,-79.37670375122408,43.66242040152412,"{""coordinates"": [[-79.376703751, 43.6624204020001]], ""type"": ""MultiPoint""}"
19417,GO-20199020529,THEFT UNDER - BICYCLE,2019-06-29,2019,June,Saturday,29,180,3,2019-06-29,2019,June,Saturday,29,180,14,NSA,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,None,MT,21,GRN,1200,STOLEN,,,"{""coordinates"": [[5.6843418860808e-14, 5.08888749034163e-14]], ""type"": ""MultiPoint""}"
19418,GO-20199020510,THEFT UNDER,2019-06-14,2019,June,Friday,14,165,0,2019-06-29,2019,June,Saturday,29,180,12,D14,"Apartment (Rooming House, Condo)",Apartment,UK,ROLL -LOW ENTRY,MT,10,LBL,1000,STOLEN,-79.39925183358129,43.639024878128595,"{""coordinates"": [[-79.399251834, 43.639024878]], ""type"": ""MultiPoint""}"
19419,GO-20199020521,THEFT UNDER - BICYCLE,2019-06-29,2019,June,Saturday,29,180,19,2019-06-29,2019,June,Saturday,29,180,20,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,THRIVE 2,RG,21,BLU,960.489990234375,STOLEN,-79.42618672460313,43.65644780365131,"{""coordinates"": [[-79.426186725, 43.656447804]], ""type"": ""MultiPoint""}"
19420,GO-20199020561,THEFT UNDER - BICYCLE,2019-06-24,2019,June,Monday,24,175,9,2019-06-30,2019,June,Sunday,30,181,10,D53,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,OT,ORIGAMI LTD,FO,7,BLK,593,STOLEN,-79.38740304859522,43.670104609767606,"{""coordinates"": [[-79.3874030489999, 43.6701046100001]], ""type"": ""MultiPoint""}"
19421,GO-20199020565,THEFT UNDER - BICYCLE,2019-06-28,2019,June,Friday,28,179,17,2019-06-30,2019,June,Sunday,30,181,11,D32,Ttc Subway Station,Transit,OT,None,OT,21,RED,1100,STOLEN,-79.45130621630454,43.723657055150866,"{""coordinates"": [[-79.451306216, 43.723657055]], ""type"": ""MultiPoint""}"
19422,GO-20191217189,ROBBERY - SWARMING,2019-06-30,2019,June,Sunday,30,181,17,2019-06-30,2019,June,Sunday,30,181,17,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,HONDA,CRF,OT,10,RED,2000,STOLEN,-79.50964331924537,43.760476486643384,"{""coordinates"": [[-79.509643319, 43.7604764870001]], ""type"": ""MultiPoint""}"
19423,GO-20199020610,THEFT UNDER,2019-06-29,2019,June,Saturday,29,180,14,2019-06-30,2019,June,Sunday,30,181,18,D51,"Apartment (Rooming House, Condo)",Apartment,UK,None,MT,1,GRY,300,STOLEN,-79.3647659560384,43.6529878920915,"{""coordinates"": [[-79.364765956, 43.652987892]], ""type"": ""MultiPoint""}"
19424,GO-20191196063,THEFT UNDER - BICYCLE,2019-06-27,2019,June,Thursday,27,178,3,2019-06-30,2019,June,Sunday,30,181,20,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,OT,None,OT,30,None,1000,STOLEN,-79.4047819326258,43.652665893742046,"{""coordinates"": [[-79.404781933, 43.652665894]], ""type"": ""MultiPoint""}"
19425,GO-20191216723,THEFT UNDER,2019-06-30,2019,June,Sunday,30,181,16,2019-06-30,2019,June,Sunday,30,181,17,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,HYPER,VIKING,MT,7,BLKRED,275,STOLEN,-79.18997480463405,43.76711139611559,"{""coordinates"": [[-79.189974805, 43.7671113960001]], ""type"": ""MultiPoint""}"
19426,GO-20199020612,THEFT UNDER,2019-06-30,2019,June,Sunday,30,181,10,2019-06-30,2019,June,Sunday,30,181,18,D52,"Apartment (Rooming House, Condo)",Apartment,UK,TARMAC (ROUTE),OT,16,SIL,3500,STOLEN,-79.3791981444218,43.64252328162694,"{""coordinates"": [[-79.379198144, 43.6425232820001]], ""type"": ""MultiPoint""}"
19427,GO-20199020576,THEFT UNDER,2019-06-04,2019,June,Tuesday,4,155,19,2019-06-30,2019,June,Sunday,30,181,13,D22,"Apartment (Rooming House, Condo)",Apartment,NO,None,MT,5,None,2200,STOLEN,-79.53400262459816,43.5943794739216,"{""coordinates"": [[-79.534002625, 43.594379474]], ""type"": ""MultiPoint""}"
19428,GO-20199020607,THEFT UNDER,2018-12-20,2018,December,Thursday,20,354,17,2019-06-30,2019,June,Sunday,30,181,17,D52,"Apartment (Rooming House, Condo)",Apartment,UK,SIRRUS,RG,18,BLU,1100,STOLEN,-79.39588663572003,43.64785098695462,"{""coordinates"": [[-79.3958866359999, 43.647850987]], ""type"": ""MultiPoint""}"
19429,GO-20191196063,THEFT UNDER - BICYCLE,2019-06-27,2019,June,Thursday,27,178,3,2019-06-30,2019,June,Sunday,30,181,20,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,UNKNOWN,UNKNOWN,MT,15,BLK,300,STOLEN,-79.4047819326258,43.652665893742046,"{""coordinates"": [[-79.404781933, 43.652665894]], ""type"": ""MultiPoint""}"
19430,GO-20191217189,ROBBERY - SWARMING,2019-06-30,2019,June,Sunday,30,181,17,2019-06-30,2019,June,Sunday,30,181,17,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,HONDA,CRF,OT,10,RED,2000,STOLEN,-79.50964331924537,43.760476486643384,"{""coordinates"": [[-79.509643319, 43.7604764870001]], ""type"": ""MultiPoint""}"
19431,GO-20199020612,THEFT UNDER,2019-06-30,2019,June,Sunday,30,181,10,2019-06-30,2019,June,Sunday,30,181,18,D52,"Apartment (Rooming House, Condo)",Apartment,OT,TARMAC,RC,11,GRY,3000,STOLEN,-79.3791981444218,43.64252328162694,"{""coordinates"": [[-79.379198144, 43.6425232820001]], ""type"": ""MultiPoint""}"
19432,GO-20191215900,B&E,2019-06-29,2019,June,Saturday,29,180,18,2019-06-30,2019,June,Sunday,30,181,15,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,LEMOND,None,OT,1,BRN,6000,STOLEN,-79.315430243495,43.69178931664952,"{""coordinates"": [[-79.315430243, 43.691789317]], ""type"": ""MultiPoint""}"
19433,GO-20191216906,THEFT UNDER - BICYCLE,2019-06-28,2019,June,Friday,28,179,4,2019-06-30,2019,June,Sunday,30,181,17,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,KONA,None,RG,21,BLKONG,1000,STOLEN,-79.40625693763266,43.66616141000167,"{""coordinates"": [[-79.406256938, 43.66616141]], ""type"": ""MultiPoint""}"
19434,GO-20191220785,THEFT OF MOTOR VEHICLE,2019-07-01,2019,July,Monday,1,182,5,2019-07-01,2019,July,Monday,1,182,9,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,DEFY ADVANCE 2,RG,12,BLKONG,2500,STOLEN,-79.4320907869286,43.71633236115639,"{""coordinates"": [[-79.432090787, 43.7163323610001]], ""type"": ""MultiPoint""}"
19435,GO-20191221044,B&E,2019-06-28,2019,June,Friday,28,179,18,2019-07-01,2019,July,Monday,1,182,10,D14,"Apartment (Rooming House, Condo)",Apartment,GIANT,ROAD BIKE,RC,8,BLK,1439,STOLEN,-79.3995026334977,43.63344687255067,"{""coordinates"": [[-79.3995026329999, 43.633446873]], ""type"": ""MultiPoint""}"
19436,GO-20199020635,THEFT UNDER,2019-07-01,2019,July,Monday,1,182,3,2019-07-01,2019,July,Monday,1,182,9,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,GLOBE ROLL 01,RG,1,BLK,,STOLEN,-79.30186685727038,43.70588659338194,"{""coordinates"": [[-79.3018668569999, 43.705886593]], ""type"": ""MultiPoint""}"
19437,GO-20191218840,THEFT UNDER - BICYCLE,2019-06-30,2019,June,Sunday,30,181,17,2019-07-01,2019,July,Monday,1,182,19,D41,Ttc Bus Stop / Shelter / Loop,Outside,OTHER,UNKNOWN,RG,18,BLU,100,STOLEN,-79.29837088673749,43.75440073355862,"{""coordinates"": [[-79.298370887, 43.754400734]], ""type"": ""MultiPoint""}"
19438,GO-20191223636,THEFT UNDER - BICYCLE,2019-07-01,2019,July,Monday,1,182,15,2019-07-01,2019,July,Monday,1,182,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,UNKNOWN,RG,18,BLU,150,STOLEN,-79.37546934872861,43.65246519156883,"{""coordinates"": [[-79.3754693489999, 43.6524651920001]], ""type"": ""MultiPoint""}"
19439,GO-20199020642,THEFT UNDER - BICYCLE,2019-06-24,2019,June,Monday,24,175,15,2019-07-01,2019,July,Monday,1,182,10,D32,"Apartment (Rooming House, Condo)",Apartment,CA,None,MT,18,BLK,250,STOLEN,-79.410074781475,43.7680075882514,"{""coordinates"": [[-79.4100747809999, 43.768007588]], ""type"": ""MultiPoint""}"
19440,GO-20191216881,B&E,2019-05-01,2019,May,Wednesday,1,121,12,2019-07-01,2019,July,Monday,1,182,13,NSA,"Apartment (Rooming House, Condo)",Apartment,CHWINN,N/A,MT,1,None,600,STOLEN,,,"{""coordinates"": [[5.6843418860808e-14, 5.08888749034163e-14]], ""type"": ""MultiPoint""}"
19441,GO-20199020675,THEFT UNDER,2019-07-01,2019,July,Monday,1,182,9,2019-07-01,2019,July,Monday,1,182,17,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,PRO STREET,BM,1,SIL,,STOLEN,-79.38079734335568,43.649888388992,"{""coordinates"": [[-79.380797343, 43.6498883890001]], ""type"": ""MultiPoint""}"
19442,GO-20199020670,THEFT UNDER,2019-06-22,2019,June,Saturday,22,173,12,2019-07-01,2019,July,Monday,1,182,17,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GI,ROAM 2,OT,27,GRY,700,STOLEN,-79.40625693763266,43.66616141000167,"{""coordinates"": [[-79.406256938, 43.66616141]], ""type"": ""MultiPoint""}"
19443,GO-20199020701,THEFT UNDER,2019-07-02,2019,July,Tuesday,2,183,10,2019-07-02,2019,July,Tuesday,2,183,12,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,DUAL SPORT 1,MT,21,GRN,1500,STOLEN,-79.38254544219033,43.64060277935103,"{""coordinates"": [[-79.382545442, 43.6406027790001]], ""type"": ""MultiPoint""}"
19444,GO-20191226717,THEFT UNDER - BICYCLE,2019-07-02,2019,July,Tuesday,2,183,8,2019-07-02,2019,July,Tuesday,2,183,8,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,KILIMINJARO,None,MT,21,WHIGRY,500,STOLEN,-79.56486288510449,43.683857445021324,"{""coordinates"": [[-79.564862885, 43.6838574450001]], ""type"": ""MultiPoint""}"
19445,GO-20199020759,THEFT UNDER,2019-07-02,2019,July,Tuesday,2,183,6,2019-07-02,2019,July,Tuesday,2,183,18,D42,"Open Areas (Lakes, Parks, Rivers)",Outside,TR,FX 2.0,RG,24,BLK,700,STOLEN,-79.22674887751587,43.811979638988625,"{""coordinates"": [[-79.226748878, 43.8119796390001]], ""type"": ""MultiPoint""}"
19446,GO-20199020742,THEFT UNDER - BICYCLE,2019-07-02,2019,July,Tuesday,2,183,0,2019-07-02,2019,July,Tuesday,2,183,15,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,None,RG,3,DGR,600,STOLEN,-79.44432141356971,43.68109210403326,"{""coordinates"": [[-79.444321414, 43.6810921040001]], ""type"": ""MultiPoint""}"
19447,GO-20191227448,B&E W'INTENT,2019-05-28,2019,May,Tuesday,28,148,9,2019-07-02,2019,July,Tuesday,2,183,13,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,PRO CARBON SPEC,MT,24,RED,,STOLEN,-79.39166625449361,43.67970692942916,"{""coordinates"": [[-79.391666254, 43.6797069290001]], ""type"": ""MultiPoint""}"
19448,GO-20191229511,THEFT UNDER - BICYCLE,2019-07-02,2019,July,Tuesday,2,183,15,2019-07-02,2019,July,Tuesday,2,183,15,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TREK,None,TO,0,YEL,,STOLEN,-79.38456274722806,43.6649204040241,"{""coordinates"": [[-79.384562747, 43.664920404]], ""type"": ""MultiPoint""}"
19449,GO-20199020690,THEFT UNDER - BICYCLE,2019-06-28,2019,June,Friday,28,179,17,2019-07-02,2019,July,Tuesday,2,183,6,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,ULTRA ELITE,MT,6,BLK,2200,STOLEN,-79.39412515220054,43.70759841098128,"{""coordinates"": [[-79.3941251519999, 43.707598411]], ""type"": ""MultiPoint""}"
19450,GO-20199020689,THEFT UNDER,2019-06-27,2019,June,Thursday,27,178,15,2019-07-02,2019,July,Tuesday,2,183,1,D55,"Apartment (Rooming House, Condo)",Apartment,NO,None,MT,7,ONG,600,STOLEN,-79.35747489364304,43.68198356266542,"{""coordinates"": [[-79.3574748939999, 43.6819835630001]], ""type"": ""MultiPoint""}"
19451,GO-20199020739,THEFT UNDER,2019-06-30,2019,June,Sunday,30,181,17,2019-07-02,2019,July,Tuesday,2,183,15,D11,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,CITY BIKE,RG,3,BLK,1200,STOLEN,-79.45892971499904,43.637738592491715,"{""coordinates"": [[-79.458929715, 43.6377385920001]], ""type"": ""MultiPoint""}"
19452,GO-20199020739,THEFT UNDER,2019-06-30,2019,June,Sunday,30,181,17,2019-07-02,2019,July,Tuesday,2,183,15,D11,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,CITY BIKE,RG,3,BLK,1200,STOLEN,-79.45892971499904,43.637738592491715,"{""coordinates"": [[-79.458929715, 43.6377385920001]], ""type"": ""MultiPoint""}"
19453,GO-20191228393,THEFT UNDER - BICYCLE,2019-06-28,2019,June,Friday,28,179,19,2019-07-02,2019,July,Tuesday,2,183,12,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,SCHWINN,KICKER PRO,MT,21,GRY,400,STOLEN,-79.43990069141324,43.69704066723236,"{""coordinates"": [[-79.4399006909999, 43.6970406670001]], ""type"": ""MultiPoint""}"
19454,GO-20199020779,THEFT UNDER,2019-07-02,2019,July,Tuesday,2,183,13,2019-07-02,2019,July,Tuesday,2,183,19,D52,"Private Property Structure (Pool, Shed, Detached Garage)",Other,TR,None,MT,21,GRN,1000,STOLEN,-79.38456274722806,43.6649204040241,"{""coordinates"": [[-79.384562747, 43.664920404]], ""type"": ""MultiPoint""}"
19455,GO-20191237601,B&E,2019-06-15,2019,June,Saturday,15,166,12,2019-07-03,2019,July,Wednesday,3,184,14,D53,"Apartment (Rooming House, Condo)",Apartment,OTHER,LEXA SLX,RG,18,RED,1420,STOLEN,-79.39831324474767,43.70674080495774,"{""coordinates"": [[-79.3983132449999, 43.706740805]], ""type"": ""MultiPoint""}"
19456,GO-20199020859,THEFT UNDER,2019-07-03,2019,July,Wednesday,3,184,13,2019-07-03,2019,July,Wednesday,3,184,13,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,NO,STORM 2017,MT,21,RED,539.8300170898438,STOLEN,-79.34767048162826,43.66818362531663,"{""coordinates"": [[-79.3476704819999, 43.668183625]], ""type"": ""MultiPoint""}"
19457,GO-20199020806,THEFT UNDER - BICYCLE,2019-07-03,2019,July,Wednesday,3,184,1,2019-07-03,2019,July,Wednesday,3,184,9,D14,"Apartment (Rooming House, Condo)",Apartment,NO,None,MT,10,WHI,2000,STOLEN,-79.42595762467948,43.642756187734854,"{""coordinates"": [[-79.425957625, 43.6427561880001]], ""type"": ""MultiPoint""}"
19458,GO-20199020860,THEFT UNDER,2019-07-02,2019,July,Tuesday,2,183,22,2019-07-03,2019,July,Wednesday,3,184,14,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NO,YORKVILLE,RG,6,BLU,600,STOLEN,-79.4165623330521,43.668825214194285,"{""coordinates"": [[-79.4165623329999, 43.668825214]], ""type"": ""MultiPoint""}"
19459,GO-20199020810,THEFT UNDER,2019-06-30,2019,June,Sunday,30,181,0,2019-07-03,2019,July,Wednesday,3,184,9,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SU,EXCALIBUR,RC,7,BLU,150,STOLEN,-79.39626253563942,43.6487715878752,"{""coordinates"": [[-79.3962625359999, 43.648771588]], ""type"": ""MultiPoint""}"
19460,GO-20199020822,THEFT UNDER,2019-06-24,2019,June,Monday,24,175,0,2019-07-03,2019,July,Wednesday,3,184,11,D14,"Apartment (Rooming House, Condo)",Apartment,CA,QUICK 5,RG,18,GRY,1200,STOLEN,-79.423426925523,43.64619049060997,"{""coordinates"": [[-79.4234269259999, 43.646190491]], ""type"": ""MultiPoint""}"
19461,GO-20199020819,THEFT UNDER,2019-07-02,2019,July,Tuesday,2,183,9,2019-07-03,2019,July,Wednesday,3,184,10,D52,Unknown,Other,UK,None,OT,1,BLK,,STOLEN,-79.38600144352041,43.65523619433991,"{""coordinates"": [[-79.386001444, 43.6552361940001]], ""type"": ""MultiPoint""}"
19462,GO-20199020861,THEFT UNDER,2019-07-03,2019,July,Wednesday,3,184,6,2019-07-03,2019,July,Wednesday,3,184,14,D55,Unknown,Other,GI,TCX,RC,22,SIL,800,STOLEN,-79.34124407101056,43.64210538429025,"{""coordinates"": [[-79.341244071, 43.642105384]], ""type"": ""MultiPoint""}"
19463,GO-20199020912,THEFT UNDER,2019-07-01,2019,July,Monday,1,182,19,2019-07-03,2019,July,Wednesday,3,184,19,D23,"Private Property Structure (Pool, Shed, Detached Garage)",Other,SU,None,MT,60,WHI,350,STOLEN,-79.58659556799682,43.73715857595016,"{""coordinates"": [[-79.586595568, 43.7371585760001]], ""type"": ""MultiPoint""}"
19464,GO-20199020859,THEFT UNDER,2019-07-03,2019,July,Wednesday,3,184,13,2019-07-03,2019,July,Wednesday,3,184,13,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,UNKNOWN - 1991,MT,18,RED,150,STOLEN,-79.34767048162826,43.66818362531663,"{""coordinates"": [[-79.3476704819999, 43.668183625]], ""type"": ""MultiPoint""}"
19465,GO-20199020818,THEFT UNDER,2019-07-02,2019,July,Tuesday,2,183,10,2019-07-03,2019,July,Wednesday,3,184,10,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,SC,"GTX-2 ,700C",RC,21,BLK,549.989990234375,STOLEN,-79.38399524124279,43.64238598148964,"{""coordinates"": [[-79.383995241, 43.6423859810001]], ""type"": ""MultiPoint""}"
19466,GO-20199020820,THEFT UNDER,2019-07-03,2019,July,Wednesday,3,184,7,2019-07-03,2019,July,Wednesday,3,184,11,D55,"Open Areas (Lakes, Parks, Rivers)",Outside,TR,7.2,RG,10,GRY,600,STOLEN,-79.29876085213806,43.68427772992972,"{""coordinates"": [[-79.298760852, 43.6842777300001]], ""type"": ""MultiPoint""}"
19467,GO-20199020803,THEFT UNDER,2019-07-02,2019,July,Tuesday,2,183,22,2019-07-03,2019,July,Wednesday,3,184,9,D51,Homeless Shelter / Mission,Other,UK,78 FRAME,BM,1,OTH,500,STOLEN,-79.38078174748355,43.6593547984586,"{""coordinates"": [[-79.380781747, 43.659354798]], ""type"": ""MultiPoint""}"
19468,GO-20191236169,THEFT OF EBIKE OVER $5000,2019-07-03,2019,July,Wednesday,3,184,12,2019-07-03,2019,July,Wednesday,3,184,12,D52,"Apartment (Rooming House, Condo)",Apartment,OTHER,None,EL,0,None,2300,STOLEN,-79.38600144352041,43.65523619433991,"{""coordinates"": [[-79.386001444, 43.6552361940001]], ""type"": ""MultiPoint""}"
19469,GO-20199020916,THEFT UNDER - BICYCLE,2018-12-01,2018,December,Saturday,1,335,22,2019-07-03,2019,July,Wednesday,3,184,23,D14,"Apartment (Rooming House, Condo)",Apartment,OT,4.9LC,MT,50,BLU,3450,STOLEN,-79.42663772445279,43.637070380742884,"{""coordinates"": [[-79.426637724, 43.6370703810001]], ""type"": ""MultiPoint""}"
19470,GO-20191230456,B&E,2019-07-01,2019,July,Monday,1,182,22,2019-07-03,2019,July,Wednesday,3,184,10,D52,"Apartment (Rooming House, Condo)",Apartment,NORCO,VFR6,RG,0,BLKGRY,1000,STOLEN,-79.39588663572003,43.64785098695462,"{""coordinates"": [[-79.3958866359999, 43.647850987]], ""type"": ""MultiPoint""}"
19471,GO-20199020916,THEFT UNDER - BICYCLE,2018-12-01,2018,December,Saturday,1,335,22,2019-07-03,2019,July,Wednesday,3,184,23,D14,"Apartment (Rooming House, Condo)",Apartment,SC,None,MT,50,RED,859.989990234375,STOLEN,-79.42663772445279,43.637070380742884,"{""coordinates"": [[-79.426637724, 43.6370703810001]], ""type"": ""MultiPoint""}"
19472,GO-20191239063,PROPERTY - FOUND,2019-07-03,2019,July,Wednesday,3,184,19,2019-07-03,2019,July,Wednesday,3,184,19,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SPECIALIZED,None,MT,18,GRYONG,1200,RECOVERED,-79.40062333312414,43.63883867807971,"{""coordinates"": [[-79.400623333, 43.6388386780001]], ""type"": ""MultiPoint""}"
